path,type,size_bytes,git_status,sha256,referenced_by_count,referenced_by,likely_role,classification,proposed_action,confidence,notes
Proof reading/_pre_review_backup/sections_round2/Results.tex,file,7799,untracked,65a4201835b178584011dfc8fedfd4f7418233ae020d955d5e219c9b1b7fecdb,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/dias-refs.bib,file,23465,untracked,e90eaca0abd149143790b62e3a403f97113027c2126bceeb2449d4c62f5ba8f3,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/figures/Architecture.drawio.png,file,248736,untracked,6c5e0095d453be0291fdb1c84a8ff17438ddb2c7eda601db60ba6c7c8385e704,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/Architecture.drawio.png"
Proof reading/figures/Finalarc.pdf,file,68952,untracked,7ab939a922be82325f2dbe43aae4c84964aae55eadda328ee840315421742404,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/Finalarc.pdf"
Proof reading/figures/architecture_aligned.svg,file,10738,untracked,f294e42b23513c57ac85da6d005d32c781f833065d7a99b7387a44bd7d78391a,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/architecture_aligned.svg"
Proof reading/figures/caliper/caliper_latency_five_panel.pdf,file,38155,untracked,d1c60240f7e71f4c382a1b3212e134b73773ea6cab2e671cad8e9d9d0ba5020e,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/caliper_latency_five_panel.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/caliper_latency_five_panel.pdf; papers/final_paper/figures/caliper/caliper_latency_five_panel.pdf"
Proof reading/figures/caliper/concurrent_clients_vs_lookup_latency.pdf,file,24737,untracked,d3757593914f31aabedde626c0c5b5b7f8133464dd8a8f8aa29d0c222e09cbb5,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/concurrent_clients_vs_lookup_latency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/concurrent_clients_vs_lookup_latency.pdf; papers/final_paper/figures/caliper/concurrent_clients_vs_lookup_latency.pdf; results/plots/caliper-latency/concurrent_clients_vs_lookup_latency.pdf"
Proof reading/figures/caliper/elapsed_time_vs_latency.pdf,file,26486,untracked,6b991aebe11d06242a267da144ced5d7dd16fbab596e4674b8576301d04799a0,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/elapsed_time_vs_latency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/elapsed_time_vs_latency.pdf; papers/final_paper/figures/caliper/elapsed_time_vs_latency.pdf; results/plots/caliper-latency/elapsed_time_vs_latency.pdf"
Proof reading/figures/caliper/offered_tps_vs_write_latency.pdf,file,23619,untracked,4b9c8388fe61420ef7a3ca3f5c70b75ba9768bcdb3feb66c53fe79a7abf01a14,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/offered_tps_vs_write_latency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/offered_tps_vs_write_latency.pdf; papers/final_paper/figures/caliper/offered_tps_vs_write_latency.pdf; results/plots/caliper-latency/offered_tps_vs_write_latency.pdf"
Proof reading/figures/caliper/policy_path_vs_latency.pdf,file,25255,untracked,5d52d54d5414729ede6952731bc01c70aac6790a3c783ae27f7726021f69cb95,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/policy_path_vs_latency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/policy_path_vs_latency.pdf; papers/final_paper/figures/caliper/policy_path_vs_latency.pdf; results/plots/caliper-latency/policy_path_vs_latency.pdf"
Proof reading/figures/caliper/query_result_count_vs_latency.pdf,file,23849,untracked,89a9270ffedea4ee7ae38ff405fbbe98ef34d3ec01a7a818dd2dae84d0b5dfb2,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/caliper/query_result_count_vs_latency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/caliper/query_result_count_vs_latency.pdf; papers/final_paper/figures/caliper/query_result_count_vs_latency.pdf; results/plots/caliper-latency/query_result_count_vs_latency.pdf"
Proof reading/figures/dias-methodology-final-single-column.drawio.pdf,file,36398,untracked,4039695077e3bd7b61db138d455eb6c4bbe851598dfc3d96e8de4261fde77a4e,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: Proof reading/figures/results/dias-methodology-final-single-column.drawio.pdf; output/overleaf/DIAS_Experimental_Results_Exact_Filenames/dias-methodology-final-single-column.drawio.pdf"
Proof reading/figures/dias_intro::.pdf,file,98741,untracked,a43d6282a5519e7c6028d63f04fdee3b50ce05b9c3eefd0f7799236cb7a5a1b1,3,Proof reading/_pre_review_backup/sections/Introduction.tex; Proof reading/_pre_review_backup/sections_round2/Introduction.tex; Proof reading/sections/Introduction.tex,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/dias_intro.pdf"
Proof reading/figures/interface/dias-access-contract-excerpt.jpg,file,129067,untracked,b977b15a291f4cfcb00b8e9b7095902513701e1139ba2a339578aa0e832f9e5f,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: papers/final_paper/figures/implementation/dias-access-contract-excerpt.jpg"
Proof reading/figures/interface/dias-llm-auditor-interface.jpg,file,60581,untracked,73d5934b400672dd3f07654f47aa5b1e5efb9680cec116b6438fe9613fcdbb99,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: papers/final_paper/figures/implementation/dias-llm-auditor-interface.jpg"
Proof reading/figures/interface/file_record.jpg,file,63359,untracked,e3c010aab6ae81d06d7d6814e702f58dbf352041499c6ef0c6b1932e07939796,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/interface/file_record.jpg; output/overleaf/SEBA_XAI_Overleaf_Package/figures/interface/file_record.jpg; results/plots/interface/file_record.jpg"
Proof reading/figures/interface/search_access_decision.jpg,file,94476,untracked,cc380d7fd3b9f42940e57ec818c1b9b4641c14e973c7859558f9463f9f62114b,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/interface/search_access_decision.jpg; output/overleaf/SEBA_XAI_Overleaf_Package/figures/interface/search_access_decision.jpg; results/plots/interface/search_access_decision.jpg"
Proof reading/figures/results/100UsersLatency.pdf,file,28513,untracked,5a2b2d35eb9c86a6ef6c17e684c2d3a61813f7213500f5d00d6bfac3cdb7759f,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: DIAS latex paper/figures/results/100UsersLatency.pdf; output/overleaf/SEBA_XAI_Overleaf_Package/figures/results/latency_three_panel_by_users.pdf; results/plots/ui-unique-user-latency/latency_three_panel_by_users.pdf"
Proof reading/figures/results/Adversarial policy denied test on model.pdf,file,40096,untracked,8eb08be6755115af329e0be4f3d14180e516eaa28a57234acc265e21e149c5ce,4,Proof reading/_pre_review_backup/sections/Results.tex; Proof reading/_pre_review_backup/sections_round2/Results.tex; Proof reading/sections/Results.tex; output/pdf/DIAS_Experimental_Results_Exact_Filenames.log,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: output/overleaf/DIAS_Experimental_Results_Exact_Filenames/adversarial-policy-denied.pdf"
Proof reading/figures/results/Auditor review savings by repeated requests.pdf,file,43867,untracked,ad9fe8575931028e27d5a58dd01f46389a9a72e8fbbc7026d4206e2e7ad40937,4,Proof reading/_pre_review_backup/sections/Results.tex; Proof reading/_pre_review_backup/sections_round2/Results.tex; Proof reading/sections/Results.tex; output/pdf/DIAS_Experimental_Results_Exact_Filenames.log,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: output/overleaf/DIAS_Experimental_Results_Exact_Filenames/auditor-review-savings.pdf"
Proof reading/figures/results/Model quality on 600 test decisions.pdf,file,42975,untracked,9f82ece44897ad2944f31c912c3262a900f20c19acdb78334291111db98327a2,4,Proof reading/_pre_review_backup/sections/Results.tex; Proof reading/_pre_review_backup/sections_round2/Results.tex; Proof reading/sections/Results.tex; output/pdf/DIAS_Experimental_Results_Exact_Filenames.log,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: output/overleaf/DIAS_Experimental_Results_Exact_Filenames/model-quality-600.pdf"
Proof reading/figures/results/System latency by concurrent users.pdf,file,43157,untracked,4e70bcf5805cb0de7d044905aa576dbb66f02607c2b60e41d7b8492a906a958b,3,Proof reading/_pre_review_backup/sections/Results.tex; Proof reading/_pre_review_backup/sections_round2/Results.tex; Proof reading/sections/Results.tex,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/figures/results/dias-methodology-final-single-column.drawio.pdf,file,36398,untracked,4039695077e3bd7b61db138d455eb6c4bbe851598dfc3d96e8de4261fde77a4e,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: Proof reading/figures/dias-methodology-final-single-column.drawio.pdf; output/overleaf/DIAS_Experimental_Results_Exact_Filenames/dias-methodology-final-single-column.drawio.pdf"
Proof reading/main.tex,file,3813,untracked,34761a63dac2cc0997a6edeb4f4d1fba53ce50adb2503a449df9030ddd492f20,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/main_old.pdf,file,325964,untracked,60b44a6ed50b6203e92c196006e0234e11a990c6395416cae62a417ebee2b135,0,,"Overleaf package extras (old PDF, README)",superseded-draft,move:trashy/superseded-paper-drafts/,high,"main_old.pdf / main_revised.pdf / README_OVERLEAF.txt are builds or package notes, not sources.; identical content: DIAS latex paper/main_old.pdf"
Proof reading/main_revised.pdf,file,608404,untracked,80a1c196efe1996da69167ab653e4bad5cbbe7fab108448228f20237427901a7,1,scripts/audit/inventory_rules.py,"Overleaf package extras (old PDF, README)",superseded-draft,move:trashy/superseded-paper-drafts/,high,"main_old.pdf / main_revised.pdf / README_OVERLEAF.txt are builds or package notes, not sources."
Proof reading/sections/Abstract.tex,file,3646,untracked,949c9f445d139943eab5827e6e2a8896a38c9182c26f3d3dae1f012744ac4164,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: Proof reading/_pre_review_backup/sections_round2/Abstract.tex"
Proof reading/sections/Conclusion.tex,file,4550,untracked,d9f9e5bee124ce4a838065690f443656eb1ef71652caee8f2483ddccee8544b7,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point.; identical content: Proof reading/_pre_review_backup/sections_round2/Conclusion.tex"
Proof reading/sections/Ethics.tex,file,0,untracked,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/sections/Implementation.tex,file,14482,untracked,36444f5caf27de423774b994c1c2fe430e1156553ea9dce8fc170d5ac6f17f0a,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/sections/Introduction.tex,file,8260,untracked,9ef8dec0f8e85fa2728a815504e907cb008c724d4b607ff1c8e11cdb71b3e0b9,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/sections/Methodology.tex,file,18908,untracked,aa1499dbc4c39d64644548be9bca334a6ace13ca4cbbd437151d529fecbd07d2,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/sections/RelatedWork.tex,file,10291,untracked,503b14da8f4105f03caad57d10566f29fdde42c6964d08445d1c255ad505ccc6,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
Proof reading/sections/Results.tex,file,8147,untracked,1ae93ece0f91f2edcc812e64f38b5851085becfb96830fd609231858239c83d2,0,,latest Overleaf manuscript (proof-read 2026-09-17),canonical-manuscript-source,canonicalize:papers/final_paper/,high,"Most recent, complete, buildable copy of the user's manuscript; becomes the canonical entry point."
